customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid
154904040,09-15-2022,10-22-2022,39,month,Yes
150810434,09-15-2022,10-12-2022,39,month,Yes
150825802,09-15-2022,10-13-2022,39,month,Yes
151907203,09-15-2022,10-11-2022,39,month,Yes
149595273,09-15-2022,09-29-2022,39,month,Yes
155596960,09-15-2022,09-23-2022,39,month,Yes
155192606,09-16-2022,,39,month,Yes
129111644,09-16-2022,03-23-2023,39,month,Yes
155426674,09-16-2022,04-10-2023,39,month,Yes
154389303,09-16-2022,01-05-2023,39,month,Yes
155671632,09-16-2022,12-22-2022,39,month,Yes
155663101,09-16-2022,10-04-2022,39,month,Yes
152084572,09-17-2022,,39,month,Yes
155783230,09-17-2022,05-12-2023,39,month,Yes
155714315,09-17-2022,01-14-2023,39,month,Yes
155774393,09-17-2022,10-18-2022,39,month,Yes
152901090,09-18-2022,01-25-2023,39,month,Yes
147029752,09-18-2022,11-21-2022,39,month,Yes
155809043,09-18-2022,12-08-2022,39,month,Yes
155180991,09-18-2022,11-12-2022,39,month,Yes
155713732,09-18-2022,09-30-2022,39,month,Yes
155204060,09-18-2022,10-17-2022,39,month,Yes
136817161,09-19-2022,10-17-2022,39,month,No
126212861,09-19-2022,09-19-2022,39,month,Yes
155265877,09-19-2022,02-10-2023,39,month,Yes
155916753,09-19-2022,02-19-2023,39,month,Yes
155927984,09-19-2022,12-17-2022,39,month,Yes
155876104,09-19-2022,12-14-2022,39,month,Yes
155733164,09-19-2022,09-19-2022,39,month,Yes
153832728,09-19-2022,10-18-2022,39,month,Yes
155876188,09-19-2022,10-20-2022,39,month,Yes
150687940,09-19-2022,10-18-2022,39,month,Yes
155967446,09-20-2022,,39,month,Yes
155687378,09-20-2022,03-27-2023,39,month,Yes
156020667,09-20-2022,05-09-2023,39,month,Yes
155869412,09-20-2022,12-21-2022,39,month,Yes
156042204,09-20-2022,11-08-2022,39,month,Yes
153568990,09-20-2022,09-30-2022,39,month,Yes
155327111,09-20-2022,10-31-2022,39,month,Yes
155270521,09-20-2022,08-08-2023,39,month,Yes
155991618,09-21-2022,06-28-2023,39,month,Yes
156045144,09-21-2022,12-06-2022,39,month,Yes
155439932,09-21-2022,11-14-2022,39,month,Yes
152674430,09-21-2022,10-03-2022,39,month,Yes
156135106,09-22-2022,,39,month,Yes
156185490,09-22-2022,05-02-2023,39,month,Yes
156180312,09-22-2022,11-15-2022,39,month,Yes
151263484,09-22-2022,10-29-2022,39,month,Yes
156008989,09-22-2022,10-21-2022,39,month,Yes
147687218,09-22-2022,10-29-2022,39,month,Yes
156235650,09-23-2022,,39,month,Yes
131128612,09-23-2022,01-16-2023,39,month,Yes
156198840,09-23-2022,01-21-2023,39,month,Yes
144166296,09-23-2022,10-19-2022,39,month,Yes
136108848,09-23-2022,11-30-2022,39,month,Yes
156225482,09-23-2022,10-14-2022,39,month,Yes
156209360,09-23-2022,10-30-2022,39,month,Yes
153492199,09-24-2022,12-01-2022,39,month,Yes
156127439,09-24-2022,11-01-2022,39,month,Yes
156197748,09-24-2022,10-26-2022,39,month,Yes
156292980,09-25-2022,,39,month,Yes
129284681,09-25-2022,11-01-2022,39,month,Yes
156249750,09-25-2022,11-02-2022,39,month,Yes
155143974,09-25-2022,11-18-2022,39,month,Yes
151354965,09-25-2022,10-29-2022,39,month,Yes
156178486,09-25-2022,10-24-2022,39,month,Yes
132314522,09-26-2022,12-04-2022,39,month,Yes
152505897,09-26-2022,04-07-2023,39,month,Yes
151086770,09-26-2022,01-23-2023,39,month,Yes
148713821,09-26-2022,02-10-2023,39,month,Yes
146422602,09-26-2022,11-03-2022,39,month,Yes
156460574,09-26-2022,11-17-2022,39,month,Yes
156364063,09-26-2022,11-14-2022,39,month,Yes
149139298,09-26-2022,10-26-2022,39,month,Yes
156371514,09-26-2022,10-24-2022,39,month,Yes
156423167,09-27-2022,01-18-2023,39,month,Yes
155199164,09-27-2022,01-03-2023,39,month,Yes
156373191,09-27-2022,12-28-2022,39,month,Yes
156517374,09-27-2022,09-27-2022,39,month,Yes
156032089,09-28-2022,,39,month,Yes
154563706,09-28-2022,03-25-2023,39,month,Yes
124481723,09-28-2022,11-22-2022,39,month,Yes
146861757,09-28-2022,12-22-2022,39,month,Yes
152476124,09-28-2022,11-28-2022,39,month,Yes
156192628,09-28-2022,11-20-2022,39,month,Yes
152109538,09-28-2022,10-19-2022,39,month,Yes
156659071,09-28-2022,09-29-2022,39,month,Yes
156717075,09-29-2022,04-14-2023,39,month,Yes
156715443,09-29-2022,12-29-2022,39,month,Yes
147656952,09-29-2022,12-28-2022,39,month,Yes
152918862,09-29-2022,11-20-2022,39,month,Yes
146866890,09-29-2022,10-24-2022,39,month,Yes
151735444,09-30-2022,,39,month,Yes
155608371,09-30-2022,10-01-2022,39,month,No
156809544,09-30-2022,03-28-2023,39,month,Yes
156813288,09-30-2022,05-20-2023,39,month,Yes
156817946,09-30-2022,06-03-2023,39,month,Yes
156194905,09-30-2022,04-06-2023,39,month,Yes
148568942,09-30-2022,01-06-2023,39,month,Yes
151154171,09-30-2022,11-29-2022,39,month,Yes
122921842,09-30-2022,11-06-2022,39,month,Yes
156754286,10-01-2022,,39,month,Yes
144160302,10-01-2022,10-02-2022,39,month,Yes
155045053,10-01-2022,01-01-2023,39,month,Yes
133869989,10-01-2022,11-02-2022,39,month,Yes
156863940,10-01-2022,11-02-2022,39,month,Yes
156884323,10-01-2022,10-25-2022,39,month,Yes
156365410,10-01-2022,10-29-2022,39,month,Yes
153957162,10-02-2022,,39,month,Yes
152436949,10-02-2022,10-03-2022,39,month,No
156403612,10-02-2022,01-26-2023,39,month,Yes
154198756,10-02-2022,11-14-2022,39,month,Yes
156917754,10-02-2022,10-28-2022,39,month,Yes
134975906,10-03-2022,10-27-2022,39,month,Yes
156955735,10-03-2022,07-02-2023,39,month,Yes
156982750,10-03-2022,02-06-2023,39,month,Yes
156953312,10-03-2022,03-17-2023,39,month,Yes
124642102,10-03-2022,01-03-2023,39,month,Yes
156940530,10-03-2022,01-10-2023,39,month,Yes
155602780,10-03-2022,01-20-2023,39,month,Yes
149635726,10-03-2022,11-08-2022,39,month,Yes
152660102,10-03-2022,11-28-2022,39,month,Yes
153620734,10-03-2022,11-29-2022,39,month,Yes
156940254,10-03-2022,10-03-2022,39,month,Yes
156940060,10-03-2022,10-10-2022,39,month,Yes
156938938,10-03-2022,10-03-2022,39,month,Yes
156955272,10-04-2022,04-21-2023,39,month,Yes
156941638,10-04-2022,03-15-2023,39,month,Yes
157154624,10-04-2022,01-30-2023,39,month,Yes
151677119,10-04-2022,12-14-2022,39,month,Yes
139465940,10-04-2022,11-05-2022,39,month,Yes
156895692,10-05-2022,,39,month,Yes
153587226,10-05-2022,,39,month,Yes
157295262,10-05-2022,04-03-2023,39,month,Yes
157284386,10-05-2022,04-02-2023,39,month,Yes
148762867,10-05-2022,06-23-2023,39,month,Yes
150433978,10-05-2022,11-05-2022,39,month,Yes
157272487,10-05-2022,12-07-2022,39,month,Yes
153776370,10-06-2022,12-06-2022,39,month,Yes
157371444,10-06-2022,12-08-2022,39,month,Yes
157095464,10-06-2022,07-13-2023,39,month,Yes
153554190,10-07-2022,,39,month,Yes
157411994,10-07-2022,,39,month,Yes
157374056,10-07-2022,11-07-2022,39,month,Yes
157397941,10-07-2022,11-03-2022,39,month,Yes
157234944,10-07-2022,10-24-2022,39,month,Yes
157490039,10-08-2022,03-15-2023,39,month,Yes
157484010,10-08-2022,03-15-2023,39,month,Yes
125038257,10-08-2022,11-17-2022,39,month,Yes
157400730,10-08-2022,10-26-2022,39,month,Yes
157450645,10-08-2022,10-18-2022,39,month,Yes
156943008,10-09-2022,10-10-2022,39,month,Yes
127328047,10-09-2022,01-16-2023,39,month,Yes
157506842,10-09-2022,11-15-2022,39,month,Yes
150924853,10-09-2022,11-23-2022,39,month,Yes
156996568,10-10-2022,,39,month,Yes
157627904,10-10-2022,01-11-2023,39,month,Yes
157058101,10-10-2022,11-09-2022,39,month,Yes
157394598,10-11-2022,10-12-2022,39,month,No
157765918,10-11-2022,10-12-2022,39,month,No
157746458,10-11-2022,04-25-2023,39,month,Yes
157590918,10-11-2022,02-12-2023,39,month,Yes
157290992,10-11-2022,01-10-2023,39,month,Yes
156895701,10-11-2022,12-18-2022,39,month,Yes
155926313,10-11-2022,11-28-2022,39,month,Yes
156110000,10-11-2022,11-16-2022,39,month,Yes
157851493,10-12-2022,04-04-2023,39,month,Yes
157792408,10-12-2022,06-10-2023,39,month,Yes
157868778,10-12-2022,11-07-2022,39,month,Yes
157833252,10-12-2022,10-23-2022,39,month,Yes
149662340,10-13-2022,,39,month,Yes
126918448,10-13-2022,,39,month,Yes
136897370,10-13-2022,01-17-2023,39,month,Yes
157921307,10-13-2022,05-30-2023,39,month,Yes
157905868,10-13-2022,02-06-2023,39,month,Yes
152377785,10-13-2022,01-11-2023,39,month,Yes
157567612,10-13-2022,11-03-2022,39,month,Yes
157993772,10-15-2022,10-15-2022,39,month,No
148769034,10-15-2022,03-13-2023,39,month,Yes
158050283,10-15-2022,07-07-2023,39,month,Yes
157436507,10-16-2022,,39,month,Yes
123808301,10-16-2022,10-27-2022,39,month,Yes
158033452,10-16-2022,03-02-2023,39,month,Yes
156796659,10-16-2022,03-09-2023,39,month,Yes
158093021,10-16-2022,12-27-2022,39,month,Yes
157900412,10-16-2022,11-09-2022,39,month,Yes
152892719,10-16-2022,10-16-2022,39,month,Yes
158009130,10-17-2022,,39,month,Yes
157904656,10-17-2022,12-15-2022,39,month,Yes
157838980,10-17-2022,02-16-2023,39,month,Yes
123402996,10-17-2022,01-04-2023,39,month,Yes
158112356,10-17-2022,12-30-2022,39,month,Yes
152410420,10-17-2022,11-18-2022,39,month,Yes
158164441,10-17-2022,11-17-2022,39,month,Yes
153956466,10-17-2022,11-17-2022,39,month,Yes
158100990,10-17-2022,11-14-2022,39,month,Yes
158096894,10-17-2022,11-14-2022,39,month,Yes
158066376,10-17-2022,11-08-2022,39,month,Yes
158220808,10-18-2022,,39,month,No
131779624,10-18-2022,11-25-2022,39,month,Yes
158267390,10-18-2022,12-25-2022,39,month,Yes
152354478,10-18-2022,02-02-2023,39,month,Yes
146376235,10-18-2022,12-07-2022,39,month,Yes
153953296,10-18-2022,11-02-2022,39,month,Yes
154659594,10-18-2022,11-14-2022,39,month,Yes
157998778,10-18-2022,11-25-2022,39,month,Yes
150668840,10-18-2022,11-01-2022,39,month,Yes
158184958,10-18-2022,11-02-2022,39,month,Yes
158362440,10-19-2022,05-19-2023,39,month,Yes
158477370,10-19-2022,02-21-2023,39,month,Yes
158047538,10-19-2022,01-22-2023,39,month,Yes
157910445,10-19-2022,01-15-2023,39,month,Yes
154091460,10-19-2022,06-21-2023,39,month,Yes
158532103,10-20-2022,05-13-2023,39,month,Yes
158591698,10-20-2022,03-17-2023,39,month,Yes
158533909,10-20-2022,01-27-2023,39,month,Yes
156372496,10-20-2022,12-15-2022,39,month,Yes
158620475,10-20-2022,07-28-2023,39,month,Yes
158539824,10-20-2022,06-20-2023,39,month,Yes
158499042,10-21-2022,,39,month,Yes
158755464,10-21-2022,11-28-2022,39,month,Yes
149112756,10-21-2022,05-28-2023,39,month,Yes
149065622,10-21-2022,12-28-2022,39,month,Yes
158656065,10-21-2022,12-30-2022,39,month,Yes
158756090,10-21-2022,11-02-2022,39,month,Yes
158447710,10-21-2022,11-18-2022,39,month,Yes
157568391,10-21-2022,11-21-2022,39,month,Yes
157505106,10-22-2022,,39,month,Yes
158761363,10-22-2022,02-26-2023,39,month,Yes
144858980,10-22-2022,12-22-2022,39,month,Yes
151000288,10-22-2022,12-22-2022,39,month,Yes
136276852,10-22-2022,11-22-2022,39,month,Yes
158767852,10-22-2022,11-29-2022,39,month,Yes
158849640,10-23-2022,,39,month,Yes
151491892,10-23-2022,10-24-2022,39,month,Yes
157474087,10-23-2022,12-30-2022,39,month,Yes
157997679,10-23-2022,06-18-2023,39,month,Yes
158566772,10-23-2022,02-21-2023,39,month,Yes
157788656,10-23-2022,12-20-2022,39,month,Yes
158832658,10-23-2022,11-02-2022,39,month,Yes
130837976,10-23-2022,11-23-2022,39,month,Yes
159095030,10-24-2022,02-16-2023,39,month,Yes
159028041,10-24-2022,12-01-2022,39,month,Yes
159018168,10-24-2022,12-01-2022,39,month,Yes
157981870,10-24-2022,11-07-2022,39,month,Yes
153061698,10-24-2022,11-24-2022,39,month,Yes
159204523,10-25-2022,,39,month,Yes
159236268,10-25-2022,,39,month,No
159256553,10-25-2022,01-10-2023,39,month,Yes
159211568,10-25-2022,01-02-2023,39,month,Yes
154778395,10-25-2022,11-28-2022,39,month,Yes
157961180,10-25-2022,11-24-2022,39,month,Yes
159281338,10-26-2022,,39,month,Yes
159364232,10-26-2022,,39,month,Yes
159276280,10-26-2022,,39,month,Yes
159326830,10-26-2022,10-27-2022,39,month,Yes
158144924,10-26-2022,02-23-2023,39,month,Yes
159239867,10-26-2022,12-15-2022,39,month,Yes
159108970,10-26-2022,12-20-2022,39,month,Yes
158644133,10-26-2022,11-26-2022,39,month,Yes
153830193,10-26-2022,10-27-2022,39,month,Yes
159664292,10-27-2022,,39,month,Yes
152937944,10-27-2022,10-28-2022,39,month,No
159446393,10-27-2022,04-19-2023,39,month,Yes
156837717,10-27-2022,06-11-2023,39,month,Yes
149000400,10-27-2022,02-26-2023,39,month,Yes
157923615,10-27-2022,01-03-2023,39,month,Yes
159699736,10-27-2022,11-25-2022,39,month,Yes
150816815,10-27-2022,11-16-2022,39,month,Yes
159634168,10-27-2022,06-30-2023,39,month,Yes
158114418,10-28-2022,,39,month,Yes
159706104,10-28-2022,,39,month,Yes
150704581,10-28-2022,05-10-2023,39,month,Yes
159733207,10-28-2022,02-27-2023,39,month,Yes
159775056,10-28-2022,03-31-2023,39,month,Yes
144328609,10-28-2022,12-25-2022,39,month,Yes
153172687,10-28-2022,08-21-2023,39,month,Yes
159861170,10-29-2022,,39,month,Yes
133474642,10-29-2022,12-20-2022,39,month,Yes
159817608,10-29-2022,03-23-2023,39,month,Yes
159867686,10-29-2022,01-05-2023,39,month,Yes
158484064,10-29-2022,01-05-2023,39,month,Yes
159829834,10-30-2022,,39,month,Yes
159875790,10-30-2022,03-07-2023,39,month,Yes
155520280,10-30-2022,12-07-2022,39,month,Yes
159783942,10-30-2022,12-28-2022,39,month,Yes
149696432,10-30-2022,11-26-2022,39,month,Yes
159979372,10-31-2022,,39,month,Yes
153814649,10-31-2022,,39,month,Yes
159931469,10-31-2022,,39,month,Yes
138061210,10-31-2022,10-31-2022,39,month,Yes
141403460,10-31-2022,01-16-2023,39,month,Yes
159991922,10-31-2022,12-17-2022,39,month,Yes
159241648,10-31-2022,12-14-2022,39,month,Yes
150703411,10-31-2022,12-01-2022,39,month,Yes
159773641,10-31-2022,11-15-2022,39,month,Yes
128002797,10-31-2022,11-30-2022,39,month,Yes
155807489,11-01-2022,11-02-2022,39,month,No
143077712,11-01-2022,11-02-2022,39,month,No
159745646,11-01-2022,04-14-2023,39,month,Yes
139004918,11-01-2022,12-01-2022,39,month,Yes
153255183,11-01-2022,02-16-2023,39,month,Yes
157708746,11-01-2022,01-31-2023,39,month,Yes
155652993,11-01-2022,01-08-2023,39,month,Yes
159977918,11-01-2022,01-24-2023,39,month,Yes
160108159,11-01-2022,12-04-2022,39,month,Yes
160051910,11-01-2022,11-09-2022,39,month,Yes
146169043,11-01-2022,08-10-2023,39,month,Yes
159927090,11-02-2022,,39,month,Yes
149188028,11-02-2022,,39,month,Yes
138535334,11-02-2022,12-15-2022,39,month,Yes
159901871,11-02-2022,12-09-2022,39,month,Yes
159620660,11-02-2022,12-12-2022,39,month,Yes
160199525,11-02-2022,11-23-2022,39,month,Yes
160183686,11-03-2022,11-04-2022,39,month,No
152504354,11-03-2022,03-03-2023,39,month,Yes
143164854,11-03-2022,02-18-2023,39,month,Yes
160366020,11-03-2022,12-03-2022,39,month,Yes
160298168,11-03-2022,12-02-2022,39,month,Yes
160243008,11-03-2022,12-29-2022,39,month,Yes
150878120,11-03-2022,12-10-2022,39,month,Yes
160208723,11-04-2022,,39,month,Yes
153539322,11-04-2022,02-07-2023,39,month,Yes
160164472,11-04-2022,02-24-2023,39,month,Yes
160193644,11-04-2022,01-11-2023,39,month,Yes
156294098,11-04-2022,12-03-2022,39,month,Yes
146625866,11-04-2022,11-19-2022,39,month,Yes
157663870,11-05-2022,11-06-2022,39,month,Yes
159679042,11-05-2022,11-06-2022,39,month,No
160558904,11-05-2022,01-24-2023,39,month,Yes
127836197,11-05-2022,11-05-2022,39,month,Yes
155334332,11-05-2022,12-04-2022,39,month,Yes
160523170,11-05-2022,12-12-2022,39,month,Yes
156907890,11-05-2022,11-05-2022,39,month,Yes
160608516,11-05-2022,08-03-2023,39,month,Yes
113181220,11-05-2022,07-23-2023,39,month,Yes
159790393,11-06-2022,02-13-2023,39,month,Yes
147813476,11-06-2022,01-27-2023,39,month,Yes
156078158,11-06-2022,01-25-2023,39,month,Yes
154879898,11-06-2022,11-17-2022,39,month,Yes
136157937,11-06-2022,12-13-2022,39,month,Yes
160176868,11-06-2022,12-01-2022,39,month,Yes
160622888,11-06-2022,11-06-2022,39,month,Yes
158736659,11-07-2022,,39,month,Yes
160813660,11-07-2022,,39,month,Yes
158524240,11-07-2022,,39,month,Yes
160702738,11-07-2022,,39,month,Yes
138919619,11-07-2022,12-06-2022,39,month,Yes
121571816,11-07-2022,03-26-2023,39,month,Yes
160623955,11-07-2022,07-05-2023,39,month,Yes
160010850,11-07-2022,03-09-2023,39,month,Yes
160823268,11-07-2022,02-06-2023,39,month,Yes
158992873,11-07-2022,02-14-2023,39,month,Yes
159878556,11-07-2022,12-07-2022,39,month,Yes
160833652,11-07-2022,12-14-2022,39,month,Yes
157663870,11-07-2022,12-08-2022,39,month,Yes
160615413,11-07-2022,12-25-2022,39,month,Yes
156207052,11-07-2022,12-04-2022,39,month,Yes
160103792,11-07-2022,11-07-2022,39,month,Yes
160969302,11-09-2022,08-30-2023,39,month,Yes
149648746,11-09-2022,06-02-2023,39,month,Yes
155643390,11-09-2022,03-31-2023,39,month,Yes
119294384,11-09-2022,03-02-2023,39,month,Yes
160171541,11-09-2022,01-03-2023,39,month,Yes
150569213,11-09-2022,12-16-2022,39,month,Yes
156710028,11-10-2022,03-07-2023,39,month,Yes
157670310,11-10-2022,02-01-2023,39,month,Yes
157091067,11-10-2022,02-12-2023,39,month,Yes
159639128,11-10-2022,11-10-2022,39,month,Yes
149728468,11-11-2022,11-12-2022,39,month,Yes
160714172,11-11-2022,12-31-2022,39,month,Yes
161464205,11-11-2022,12-16-2022,39,month,Yes
141084753,11-12-2022,04-19-2023,39,month,Yes
161768948,11-12-2022,04-05-2023,39,month,Yes
161692109,11-12-2022,02-19-2023,39,month,Yes
161424706,11-12-2022,12-09-2022,39,month,Yes
153186137,11-12-2022,11-12-2022,39,month,Yes
158906669,11-13-2022,02-12-2023,39,month,Yes
154085972,11-13-2022,12-05-2022,39,month,Yes
162409676,11-14-2022,,39,month,Yes
157438261,11-14-2022,,39,month,Yes
132579012,11-14-2022,03-14-2023,39,month,Yes
129140042,11-14-2022,02-09-2023,39,month,Yes
147100996,11-14-2022,01-15-2023,39,month,Yes
158437198,11-14-2022,03-26-2023,39,month,Yes
162343403,11-14-2022,03-16-2023,39,month,Yes
162218672,11-14-2022,03-09-2023,39,month,Yes
120738319,11-14-2022,04-03-2023,39,month,Yes
162147786,11-14-2022,04-14-2023,39,month,Yes
153165084,11-14-2022,02-08-2023,39,month,Yes
161815335,11-14-2022,02-19-2023,39,month,Yes
162294529,11-14-2022,02-07-2023,39,month,Yes
162176080,11-14-2022,02-05-2023,39,month,Yes
162412232,11-14-2022,12-21-2022,39,month,Yes
158575772,11-14-2022,12-16-2022,39,month,Yes
162247173,11-14-2022,12-11-2022,39,month,Yes
153630282,11-14-2022,12-08-2022,39,month,Yes
156699431,11-14-2022,11-23-2022,39,month,Yes
148018000,11-14-2022,08-01-2023,39,month,Yes
161623906,11-15-2022,,39,month,Yes
145664226,11-15-2022,,39,month,Yes
162529715,11-15-2022,03-22-2023,39,month,Yes
162581284,11-15-2022,12-11-2022,39,month,Yes
152655443,11-15-2022,01-24-2023,39,month,Yes
162443327,11-15-2022,01-12-2023,39,month,Yes
148348600,11-15-2022,12-13-2022,39,month,Yes
162992590,11-16-2022,,39,month,Yes
156633222,11-16-2022,11-16-2022,39,month,No
133595094,11-16-2022,03-03-2023,39,month,Yes
147770763,11-16-2022,03-03-2023,39,month,Yes
155370139,11-16-2022,03-23-2023,39,month,Yes
151890876,11-16-2022,02-23-2023,39,month,Yes
162920304,11-16-2022,01-15-2023,39,month,Yes
148838269,11-16-2022,11-16-2022,39,month,Yes
162913792,11-16-2022,08-23-2023,39,month,Yes
152316740,11-17-2022,,39,month,Yes
135480868,11-17-2022,01-26-2023,39,month,Yes
136315690,11-17-2022,02-24-2023,39,month,Yes
163224262,11-17-2022,02-12-2023,39,month,Yes
163330072,11-17-2022,01-24-2023,39,month,Yes
134646164,11-17-2022,12-24-2022,39,month,Yes
163282336,11-17-2022,08-10-2023,39,month,Yes
162490128,11-18-2022,,39,month,Yes
147122277,11-18-2022,11-19-2022,39,month,No
163623375,11-18-2022,11-19-2022,39,month,No
132918654,11-18-2022,01-18-2023,39,month,Yes
160601062,11-18-2022,01-09-2023,39,month,Yes
144573808,11-18-2022,01-18-2023,39,month,Yes
114435366,11-18-2022,11-18-2022,39,month,Yes
163399934,11-18-2022,11-18-2022,39,month,Yes
133599090,11-19-2022,03-11-2023,39,month,Yes
154767246,11-19-2022,12-20-2022,39,month,Yes
164085988,11-19-2022,12-20-2022,39,month,Yes
164255751,11-20-2022,08-21-2023,39,month,Yes
150663530,11-20-2022,04-27-2023,39,month,Yes
